,Temp,P.Aire.Prom,P.Aire.Max,P.Aire.Min,P.Vapor.Prom,P.Vapor.Max,P.Vapor.Min,Hum.Rel.Prom,Hum.Rel.Max,Hum.Rel.Min,C.Vapor.Prom,C.Vapor.Max,C.Vapor.Min,D.Aire.Prom,D.Aire.Max,D.Aire.Min,D.Vapor.Prom,D.Vapor.Max,D.Vapor.Min,Temp.Prom,Temp.Max,Temp.Min
282,10.2,989.1357142857141,995.85,981.07,11.394285714285711,13.17,8.38,80.41285714285708,86.55,70.45,11.520000000000001,13.32,8.42,1202.420000000002,1218.96,1191.28,164.69857142857123,184.59,104.48,12.20000000000003,13.6,10.2
246,13.14,988.9314285714283,993.37,981.68,10.974285714285712,12.0,10.07,79.1114285714285,87.02,73.23,11.095714285714289,12.1,10.26,1203.194285714287,1207.38,1195.25,212.51428571428556,262.11,128.08,11.980000000000024,13.21,9.11
20,-6.2,993.6299999999998,997.0,986.45,5.1457142857142895,6.22,3.52,90.1757142857143,96.31,84.09,5.18,6.25,3.53,1270.3514285714286,1299.29,1254.34,153.09142857142862,215.81,41.71,-1.1842857142857126,2.15,-6.2
235,19.03,987.5014285714284,995.74,980.08,15.239999999999997,18.58,12.34,76.72285714285707,91.01,66.55,15.438571428571432,18.96,12.48,1176.1385714285718,1186.95,1160.26,204.76999999999998,230.88,189.0,17.702857142857166,21.3,13.44
768,-14.97,1007.4085714285723,1009.68,1003.79,1.6199999999999883,1.92,1.3,79.04571428571418,83.79,75.43,1.6085714285714354,1.9,1.29,1355.1271428571438,1368.36,1338.34,121.71714285714249,181.66,28.6,-14.298571428571382,-12.05,-16.58
1396,14.97,987.1728571428575,991.55,982.19,13.065714285714263,14.47,12.12,76.81571428571421,87.28,70.8,13.237142857142848,14.66,12.24,1187.2499999999984,1205.02,1175.98,193.21428571428564,210.21,175.72,15.090000000000062,17.72,11.89
794,7.19,996.7985714285722,1000.05,993.8,8.804285714285703,11.21,5.78,85.10571428571424,90.45,78.98,8.832857142857149,11.23,5.8,1234.3957142857146,1257.54,1220.87,184.03999999999957,231.32,107.31,7.250000000000041,10.33,2.56
927,16.04,984.9614285714293,987.47,979.11,13.608571428571429,15.2,11.85,73.4885714285713,83.29,62.85,13.818571428571431,15.4,12.0,1178.3999999999999,1191.97,1169.12,214.5557142857139,223.05,190.63,16.53000000000003,19.14,14.14
1685,20.02,987.7385714285717,992.1,984.03,15.8442857142857,16.99,14.96,73.66714285714292,88.17,62.65,16.04285714285713,17.15,15.08,1170.4357142857116,1183.52,1155.17,189.42999999999967,228.36,155.19,19.1085714285715,21.77,17.0
1170,-4.14,979.2242857142862,988.41,972.94,4.252857142857139,6.54,3.06,86.37428571428573,98.78,69.13,4.350000000000004,6.7,3.1,1263.3999999999985,1279.84,1233.74,102.32857142857118,247.78,31.25,-3.5371428571428303,1.08,-6.04
1141,-2.3,988.5900000000004,996.05,981.22,4.149999999999996,4.84,3.32,83.39714285714287,88.99,74.94,4.198571428571429,4.92,3.38,1271.8728571428562,1280.98,1260.81,153.41428571428546,205.35,58.25,-2.8028571428571176,-1.56,-4.34
367,-0.38,995.0071428571428,998.97,990.25,3.791428571428566,5.31,1.94,88.7699999999999,93.84,81.39,3.8142857142857194,5.37,1.94,1293.6328571428585,1338.13,1261.19,182.28142857142822,260.42,112.52,-5.489999999999973,-0.18,-13.28
1455,7.37,986.5728571428574,1001.0,967.99,7.2142857142856895,8.52,5.86,73.64714285714284,83.46,55.51,7.3128571428571325,8.6,5.85,1224.8414285714273,1257.96,1198.28,194.3814285714284,206.46,182.95,6.70000000000006,9.67,3.44
24,-5.73,997.5214285714284,1001.82,990.9,4.054285714285718,6.22,3.17,87.37000000000002,96.31,78.69,4.0685714285714285,6.25,3.17,1290.1857142857145,1305.4,1261.68,114.28428571428572,186.49,41.71,-4.192857142857141,0.76,-6.44
798,4.38,996.2114285714295,1000.05,992.43,6.7742857142857025,8.91,5.2,76.05571428571423,88.25,66.5,6.800000000000005,8.91,5.23,1243.695714285715,1254.58,1231.44,169.74285714285674,255.13,107.31,5.197142857142898,7.19,3.22
1082,3.64,984.3328571428576,993.19,976.83,5.644285714285715,7.56,3.85,87.61285714285711,92.29,78.92,5.741428571428572,7.71,3.9,1251.9142857142856,1284.12,1222.03,184.54142857142824,193.89,174.12,0.23142857142859935,4.5,-4.14
1001,12.8,982.6228571428583,990.63,975.38,10.788571428571421,12.82,8.36,72.19857142857136,79.17,66.62,10.995714285714282,13.13,8.45,1191.3700000000001,1214.94,1170.36,190.18571428571389,224.11,125.89,13.047142857142887,16.06,9.69
188,17.26,991.8971428571425,996.13,990.11,15.571428571428566,18.82,11.42,63.7614285714285,78.07,49.28,15.704285714285714,18.99,11.47,1167.2642857142857,1192.84,1147.41,157.7742857142855,248.32,115.49,21.210000000000015,25.72,15.89
130,8.73,981.7471428571429,989.1,976.17,8.687142857142854,10.33,5.84,82.29999999999998,96.87,60.66,8.852857142857136,10.53,5.91,1213.0871428571438,1229.29,1203.29,109.44142857142852,203.15,40.06,7.8528571428571565,10.13,5.27
